URL,PageType,TargetIntent,PrimaryKeyword,Title,H1,MetaDescription,Canonical,Schema,InternalLinks,Indexability
https://bafurni.com/danh-muc/ghe-luoi-phong-hop,LANDING,PRIMARY CATEGORY INTENT,ghế lưới phòng họp,Ghế lưới phòng họp GL4xx The One: 24 mẫu | BA_Furniture,Chọn ghế lưới phòng họp theo đúng không gian.,"So sánh 24 mẫu ghế lưới phòng họp GL4xx The One theo Code, kích thước, vật liệu, cấu tạo và giá tham khảo ProductDB trước khi nhận báo giá.",https://bafurni.com/danh-muc/ghe-luoi-phong-hop,CollectionPage | BreadcrumbList | FAQPage,/danh-muc/ghe-van-phong | /danh-muc/ghe-hop-chan-quy | /danh-muc/ghe-luoi-lung-cao | 24 product routes,"INDEX, FOLLOW; server-delivered HTML"
https://bafurni.com/san-pham/ghe-luoi-phong-hop/gl412,PRODUCT,PRODUCT-CODE INTENT,Ghế Họp Tựa Lưới The One GL412,Ghế Họp Tựa Lưới The One GL412 | BA_Furniture,Ghế Họp Tựa Lưới The One GL412,"Ghế Họp Tựa Lưới The One GL412. Tựa nhựa thoáng, tay nhựa và khung chân quỳ thép sơn.",https://bafurni.com/san-pham/ghe-luoi-phong-hop/gl412,Product (SKU GL412) | BreadcrumbList,/danh-muc/ghe-luoi-phong-hop | /san-pham/ghe-luoi-phong-hop/gl411 | /san-pham/ghe-luoi-phong-hop/gl417 | /san-pham/ghe-luoi-phong-hop/gl418,"INDEX, FOLLOW; server-delivered unique HTML"
https://bafurni.com/san-pham/ghe-luoi-phong-hop/gl417,PRODUCT,PRODUCT-CODE INTENT,Ghế Họp Tựa Lưới The One GL417,Ghế Họp Tựa Lưới The One GL417 | BA_Furniture,Ghế Họp Tựa Lưới The One GL417,"Ghế Họp Tựa Lưới The One GL417. Dáng không tay, khung thép sơn hoặc mạ và tựa nhựa bọc lưới.",https://bafurni.com/san-pham/ghe-luoi-phong-hop/gl417,Product (SKU GL417) | BreadcrumbList,/danh-muc/ghe-luoi-phong-hop | /san-pham/ghe-luoi-phong-hop/gl412 | /san-pham/ghe-luoi-phong-hop/gl418 | /san-pham/ghe-luoi-phong-hop/gl419,"INDEX, FOLLOW; server-delivered unique HTML"
https://bafurni.com/san-pham/ghe-luoi-phong-hop/gl418,PRODUCT,PRODUCT-CODE INTENT,Ghế Họp Tựa Lưới The One GL418,Ghế Họp Tựa Lưới The One GL418 | BA_Furniture,Ghế Họp Tựa Lưới The One GL418,Ghế Họp Tựa Lưới The One GL418. Khung lưng và tay nhựa liền khối trên chân quỳ thép sơn hoặc mạ.,https://bafurni.com/san-pham/ghe-luoi-phong-hop/gl418,Product (SKU GL418) | BreadcrumbList,/danh-muc/ghe-luoi-phong-hop | /san-pham/ghe-luoi-phong-hop/gl417 | /san-pham/ghe-luoi-phong-hop/gl419 | /san-pham/ghe-luoi-phong-hop/gl420,"INDEX, FOLLOW; server-delivered unique HTML"
https://bafurni.com/san-pham/ghe-luoi-phong-hop/gl419,PRODUCT,PRODUCT-CODE INTENT,Ghế Họp Tựa Lưới The One GL419,Ghế Họp Tựa Lưới The One GL419 | BA_Furniture,Ghế Họp Tựa Lưới The One GL419,"Ghế Họp Tựa Lưới The One GL419. Dáng chân quỳ có tay ốp nhựa, tựa nhựa bọc lưới và khung thép mạ.",https://bafurni.com/san-pham/ghe-luoi-phong-hop/gl419,Product (SKU GL419) | BreadcrumbList,/danh-muc/ghe-luoi-phong-hop | /san-pham/ghe-luoi-phong-hop/gl418 | /san-pham/ghe-luoi-phong-hop/gl420 | /san-pham/ghe-luoi-phong-hop/gl421,"INDEX, FOLLOW; server-delivered unique HTML"
https://bafurni.com/san-pham/ghe-luoi-phong-hop/gl420,PRODUCT,PRODUCT-CODE INTENT,Ghế Họp Tựa Lưới The One GL420,Ghế Họp Tựa Lưới The One GL420 | BA_Furniture,Ghế Họp Tựa Lưới The One GL420,Ghế Họp Tựa Lưới The One GL420. Dáng chân tĩnh không tay với khung thép sơn hoặc mạ.,https://bafurni.com/san-pham/ghe-luoi-phong-hop/gl420,Product (SKU GL420) | BreadcrumbList,/danh-muc/ghe-luoi-phong-hop | /san-pham/ghe-luoi-phong-hop/gl419 | /san-pham/ghe-luoi-phong-hop/gl421 | /san-pham/ghe-luoi-phong-hop/gl423,"INDEX, FOLLOW; server-delivered unique HTML"
https://bafurni.com/san-pham/ghe-luoi-phong-hop/gl421,PRODUCT,PRODUCT-CODE INTENT,Ghế Họp Tựa Lưới The One GL421,Ghế Họp Tựa Lưới The One GL421 | BA_Furniture,Ghế Họp Tựa Lưới The One GL421,"Ghế Họp Tựa Lưới The One GL421. Dáng chân quỳ tay liền, khung thép sơn hoặc mạ và tựa lưới.",https://bafurni.com/san-pham/ghe-luoi-phong-hop/gl421,Product (SKU GL421) | BreadcrumbList,/danh-muc/ghe-luoi-phong-hop | /san-pham/ghe-luoi-phong-hop/gl420 | /san-pham/ghe-luoi-phong-hop/gl423 | /san-pham/ghe-luoi-phong-hop/gl424,"INDEX, FOLLOW; server-delivered unique HTML"
https://bafurni.com/san-pham/ghe-luoi-phong-hop/gl423,PRODUCT,PRODUCT-CODE INTENT,Ghế Họp Tựa Lưới The One GL423,Ghế Họp Tựa Lưới The One GL423 | BA_Furniture,Ghế Họp Tựa Lưới The One GL423,"Ghế Họp Tựa Lưới The One GL423. Tựa nhựa bọc lưới, đệm bọc vải hoặc PVC trên khung chân quỳ thép mạ.",https://bafurni.com/san-pham/ghe-luoi-phong-hop/gl423,Product (SKU GL423) | BreadcrumbList,/danh-muc/ghe-luoi-phong-hop | /san-pham/ghe-luoi-phong-hop/gl421 | /san-pham/ghe-luoi-phong-hop/gl424 | /san-pham/ghe-luoi-phong-hop/gl424b,"INDEX, FOLLOW; server-delivered unique HTML"
https://bafurni.com/san-pham/ghe-luoi-phong-hop/gl424,PRODUCT,PRODUCT-CODE INTENT,Ghế Hội Thảo Gấp Gọn The One GL424,Ghế Hội Thảo Gấp Gọn The One GL424 | BA_Furniture,Ghế Hội Thảo Gấp Gọn The One GL424,"Ghế Hội Thảo Gấp Gọn The One GL424. Kết cấu gấp gọn, xếp lồng; phiên bản không có bàn viết.",https://bafurni.com/san-pham/ghe-luoi-phong-hop/gl424,Product (SKU GL424) | BreadcrumbList,/danh-muc/ghe-luoi-phong-hop | /san-pham/ghe-luoi-phong-hop/gl423 | /san-pham/ghe-luoi-phong-hop/gl424b | /san-pham/ghe-luoi-phong-hop/gl425,"INDEX, FOLLOW; server-delivered unique HTML"
https://bafurni.com/san-pham/ghe-luoi-phong-hop/gl424b,PRODUCT,PRODUCT-CODE INTENT,Ghế Hội Thảo Có Bàn The One GL424B,Ghế Hội Thảo Có Bàn The One GL424B | BA_Furniture,Ghế Hội Thảo Có Bàn The One GL424B,"Ghế Hội Thảo Có Bàn The One GL424B. Kết cấu gấp gọn, xếp lồng và có bàn viết nhựa.",https://bafurni.com/san-pham/ghe-luoi-phong-hop/gl424b,Product (SKU GL424B) | BreadcrumbList,/danh-muc/ghe-luoi-phong-hop | /san-pham/ghe-luoi-phong-hop/gl424 | /san-pham/ghe-luoi-phong-hop/gl425 | /san-pham/ghe-luoi-phong-hop/gl426,"INDEX, FOLLOW; server-delivered unique HTML"
https://bafurni.com/san-pham/ghe-luoi-phong-hop/gl425,PRODUCT,PRODUCT-CODE INTENT,Ghế Họp Tựa Lưới The One GL425,Ghế Họp Tựa Lưới The One GL425 | BA_Furniture,Ghế Họp Tựa Lưới The One GL425,"Ghế Họp Tựa Lưới The One GL425. Dáng chân quỳ, tựa lưới và đệm PVC trên chân thép mạ.",https://bafurni.com/san-pham/ghe-luoi-phong-hop/gl425,Product (SKU GL425) | BreadcrumbList,/danh-muc/ghe-luoi-phong-hop | /san-pham/ghe-luoi-phong-hop/gl424b | /san-pham/ghe-luoi-phong-hop/gl426 | /san-pham/ghe-luoi-phong-hop/gl427,"INDEX, FOLLOW; server-delivered unique HTML"
https://bafurni.com/san-pham/ghe-luoi-phong-hop/gl426,PRODUCT,PRODUCT-CODE INTENT,Ghế Họp Tựa Lưới The One GL426,Ghế Họp Tựa Lưới The One GL426 | BA_Furniture,Ghế Họp Tựa Lưới The One GL426,"Ghế Họp Tựa Lưới The One GL426. Tựa nhựa bọc lưới, tay vòng và chân quỳ thép sơn hoặc mạ.",https://bafurni.com/san-pham/ghe-luoi-phong-hop/gl426,Product (SKU GL426) | BreadcrumbList,/danh-muc/ghe-luoi-phong-hop | /san-pham/ghe-luoi-phong-hop/gl425 | /san-pham/ghe-luoi-phong-hop/gl427 | /san-pham/ghe-luoi-phong-hop/gl429,"INDEX, FOLLOW; server-delivered unique HTML"
https://bafurni.com/san-pham/ghe-luoi-phong-hop/gl427,PRODUCT,PRODUCT-CODE INTENT,Ghế Họp Tựa Lưới The One GL427,Ghế Họp Tựa Lưới The One GL427 | BA_Furniture,Ghế Họp Tựa Lưới The One GL427,"Ghế Họp Tựa Lưới The One GL427. Dáng lưng cao, tựa lưới, đệm PVC và chân quỳ thép.",https://bafurni.com/san-pham/ghe-luoi-phong-hop/gl427,Product (SKU GL427) | BreadcrumbList,/danh-muc/ghe-luoi-phong-hop | /san-pham/ghe-luoi-phong-hop/gl426 | /san-pham/ghe-luoi-phong-hop/gl429 | /san-pham/ghe-luoi-phong-hop/gl430,"INDEX, FOLLOW; server-delivered unique HTML"
https://bafurni.com/san-pham/ghe-luoi-phong-hop/gl429,PRODUCT,PRODUCT-CODE INTENT,Ghế Họp Đệm Xoay The One GL429,Ghế Họp Đệm Xoay The One GL429 | BA_Furniture,Ghế Họp Đệm Xoay The One GL429,Ghế Họp Đệm Xoay The One GL429. Đệm ngồi xoay 90 độ sang hai phía và tự trở về vị trí ban đầu.,https://bafurni.com/san-pham/ghe-luoi-phong-hop/gl429,Product (SKU GL429) | BreadcrumbList,/danh-muc/ghe-luoi-phong-hop | /san-pham/ghe-luoi-phong-hop/gl427 | /san-pham/ghe-luoi-phong-hop/gl430 | /san-pham/ghe-luoi-phong-hop/gl401,"INDEX, FOLLOW; server-delivered unique HTML"
https://bafurni.com/san-pham/ghe-luoi-phong-hop/gl430,PRODUCT,PRODUCT-CODE INTENT,Ghế Họp Tựa Lưới The One GL430,Ghế Họp Tựa Lưới The One GL430 | BA_Furniture,Ghế Họp Tựa Lưới The One GL430,"Ghế Họp Tựa Lưới The One GL430. Dáng lưng cao, chân thép mạ ống Ø25.4 và tay ốp nhựa.",https://bafurni.com/san-pham/ghe-luoi-phong-hop/gl430,Product (SKU GL430) | BreadcrumbList,/danh-muc/ghe-luoi-phong-hop | /san-pham/ghe-luoi-phong-hop/gl429 | /san-pham/ghe-luoi-phong-hop/gl401 | /san-pham/ghe-luoi-phong-hop/gl402tb,"INDEX, FOLLOW; server-delivered unique HTML"
