"Code","Field","PublishedValue","Provenance","SourceReference","SourceTimestamp","PublishAsOfficial","Note"
"TQ01","features","Điều chỉnh độ cao; điều chỉnh độ ngả; chân xoay có bánh xe","OFFICIAL_SOURCE","https://theone.vn/san-pham/ghe-tq01","2026-08-08T15:18:48+07:00","YES","Only functions explicitly published by supplier."
"TQ01","warranty","12 tháng theo tiêu chuẩn nhà máy","OFFICIAL_SOURCE","https://theone.vn/san-pham/ghe-tq01","2026-08-08T15:18:48+07:00","YES","Published by supplier."
"TQ01","description","See executive-chair-theone-data.js","BA_FURNITURE_EDITORIAL","executive-chair-theone-data.js","2026-08-08T15:18:48+07:00","NO","Editorial summary grounded in official fields."
"TQ01","application","See executive-chair-theone-data.js","BA_FURNITURE_EDITORIAL","executive-chair-theone-data.js","2026-08-08T15:18:48+07:00","NO","Use-case guidance, not supplier specification."
"TQ01","strength","See executive-chair-theone-data.js","BA_FURNITURE_EDITORIAL","executive-chair-theone-data.js","2026-08-08T15:18:48+07:00","NO","Sales/editorial interpretation."
"TQ01","limitation","See executive-chair-theone-data.js","BA_FURNITURE_EDITORIAL","executive-chair-theone-data.js","2026-08-08T15:18:48+07:00","NO","Buying caution, not supplier specification."
"TQ01","related_products","TQ05|TQ30","BA_FURNITURE_EDITORIAL","executive-chair-theone-data.js","2026-08-08T15:18:48+07:00","NO","Curated package relationship."
"TQ01","detail_url","/san-pham/ghe-giam-doc/tq01","BA_FURNITURE_EDITORIAL","vercel.json","2026-08-08T15:20:05+07:00","NO","BA_Furniture public route."
"TQ01","load_rating","","MISSING","https://theone.vn/san-pham/ghe-tq01","2026-08-08T15:18:48+07:00","NO","Not published by the verified source."
"TQ01","exact_colors","","MISSING","https://theone.vn/san-pham/ghe-tq01","2026-08-08T15:18:48+07:00","NO","Confirm per code and upholstery grade at order time."
"TQ01","stock_availability","","MISSING","https://theone.vn/san-pham/ghe-tq01","2026-08-08T15:18:48+07:00","NO","No release-safe stock fact in the package."
"TQ01","delivery_install_scope","","MISSING","PACKAGE_EXECUTIVE_CHAIR_THEONE/faq/faq.json","2026-08-08T15:20:05+07:00","NO","Must be confirmed by location and order."
"TQ01","derived_comparison","","MISSING","PACKAGE_EXECUTIVE_CHAIR_THEONE/knowledge/knowledge.json","2026-08-08T15:20:05+07:00","NO","No derived comparison recorded."
"TQ01","source_url","https://theone.vn/san-pham/ghe-tq01","OFFICIAL_SOURCE","https://theone.vn/san-pham/ghe-tq01","2026-08-08T15:18:48+07:00","YES","Official evidence URL."
"TQ05","code","TQ05","PORTAL_SOURCE","productdb-data.part1.js","2026-07-20T08:40:09+07:00","YES","Official page corroborates the code."
"TQ05","published_name","Ghế giám đốc The One TQ05","BA_FURNITURE_EDITORIAL","executive-chair-theone-data.js","2026-08-08T15:18:48+07:00","NO","Normalized public display name; not a verbatim supplier title."
"TQ05","supplier","The One","OFFICIAL_SOURCE","https://theone.vn/san-pham/ghe-tq05","2026-08-08T15:18:48+07:00","YES","Supplier identity published on official product page."
"TQ05","category","Office Chair","PORTAL_SOURCE","productdb-data.part1.js","2026-07-20T08:40:09+07:00","YES","Portal taxonomy OFFICE_CHAIR; official page corroborates office-chair category."
"TQ05","subcategory","Executive Chair","BA_FURNITURE_EDITORIAL","PACKAGE_EXECUTIVE_CHAIR_THEONE/manifest.json","2026-08-08T15:20:05+07:00","NO","BA_Furniture package taxonomy."
"TQ05","price","5225000","PORTAL_SOURCE","productdb-data.part1.js","2026-07-20T08:40:09+07:00","PRODUCTDB_REFERENCE_ONLY","May differ from current supplier listing; final quote depends on configuration and time."
"TQ05","source_image_url","https://theone.vn/wp-content/uploads/2020/08/TQ05-1.jpg","OFFICIAL_SOURCE","PACKAGE_EXECUTIVE_CHAIR_THEONE/images/SOURCE_IMAGE_AUDIT.csv","2026-08-08T15:20:05+07:00","YES","Exact-code source image."
"TQ05","local_image_gallery","/assets/products/approved/TQ05.webp","BA_FURNITURE_EDITORIAL","PACKAGE_EXECUTIVE_CHAIR_THEONE/images/SOURCE_IMAGE_AUDIT.csv","2026-08-08T15:20:05+07:00","NO","Approved local derivative; one clean image only and no added product detail."
"TQ05","dimensions","W670 × D730 × H1130–1210 mm","OFFICIAL_SOURCE","https://theone.vn/san-pham/ghe-tq05","2026-08-08T15:18:48+07:00","YES","Normalized W × D × H notation."
"TQ05","material","Da thật tại phần tiếp xúc; chân thép ốp gỗ; tay gỗ tự nhiên","OFFICIAL_SOURCE","https://theone.vn/san-pham/ghe-tq05","2026-08-08T15:18:48+07:00","YES","Normalized wording from official specification."
"TQ05","features","Hai cần điều chỉnh; lưng cong; chân xoay có bánh xe","OFFICIAL_SOURCE","https://theone.vn/san-pham/ghe-tq05","2026-08-08T15:18:48+07:00","YES","Only functions explicitly published by supplier."
"TQ05","warranty","12 tháng theo tiêu chuẩn nhà máy","OFFICIAL_SOURCE","https://theone.vn/san-pham/ghe-tq05","2026-08-08T15:18:48+07:00","YES","Published by supplier."
"TQ05","description","See executive-chair-theone-data.js","BA_FURNITURE_EDITORIAL","executive-chair-theone-data.js","2026-08-08T15:18:48+07:00","NO","Editorial summary grounded in official fields."
"TQ05","application","See executive-chair-theone-data.js","BA_FURNITURE_EDITORIAL","executive-chair-theone-data.js","2026-08-08T15:18:48+07:00","NO","Use-case guidance, not supplier specification."
"TQ05","strength","See executive-chair-theone-data.js","BA_FURNITURE_EDITORIAL","executive-chair-theone-data.js","2026-08-08T15:18:48+07:00","NO","Sales/editorial interpretation."
"TQ05","limitation","See executive-chair-theone-data.js","BA_FURNITURE_EDITORIAL","executive-chair-theone-data.js","2026-08-08T15:18:48+07:00","NO","Buying caution, not supplier specification."
"TQ05","related_products","TQ01|TQ30","BA_FURNITURE_EDITORIAL","executive-chair-theone-data.js","2026-08-08T15:18:48+07:00","NO","Curated package relationship."
"TQ05","detail_url","/san-pham/ghe-giam-doc/tq05","BA_FURNITURE_EDITORIAL","vercel.json","2026-08-08T15:20:05+07:00","NO","BA_Furniture public route."
"TQ05","load_rating","","MISSING","https://theone.vn/san-pham/ghe-tq05","2026-08-08T15:18:48+07:00","NO","Not published by the verified source."
"TQ05","exact_colors","","MISSING","https://theone.vn/san-pham/ghe-tq05","2026-08-08T15:18:48+07:00","NO","Confirm per code and upholstery grade at order time."
"TQ05","stock_availability","","MISSING","https://theone.vn/san-pham/ghe-tq05","2026-08-08T15:18:48+07:00","NO","No release-safe stock fact in the package."
"TQ05","delivery_install_scope","","MISSING","PACKAGE_EXECUTIVE_CHAIR_THEONE/faq/faq.json","2026-08-08T15:20:05+07:00","NO","Must be confirmed by location and order."
"TQ05","derived_comparison","Dễ bố trí hơn nhóm khổ lớn","INFERRED_NOT_PUBLISHED","PACKAGE_EXECUTIVE_CHAIR_THEONE/knowledge/knowledge.json","2026-08-08T15:20:05+07:00","NO","May appear only as clearly scoped BA_Furniture comparison within the selected eight models."
"TQ05","source_url","https://theone.vn/san-pham/ghe-tq05","OFFICIAL_SOURCE","https://theone.vn/san-pham/ghe-tq05","2026-08-08T15:18:48+07:00","YES","Official evidence URL."
"TQ26","code","TQ26","PORTAL_SOURCE","productdb-data.part1.js","2026-07-20T08:40:09+07:00","YES","Official page corroborates the code."
"TQ26","published_name","Ghế tĩnh giám đốc The One TQ26","BA_FURNITURE_EDITORIAL","executive-chair-theone-data.js","2026-08-08T15:18:48+07:00","NO","Normalized public display name; not a verbatim supplier title."
"TQ26","supplier","The One","OFFICIAL_SOURCE","https://theone.vn/san-pham/ghe-tq26","2026-08-08T15:18:48+07:00","YES","Supplier identity published on official product page."
"TQ26","category","Office Chair","PORTAL_SOURCE","productdb-data.part1.js","2026-07-20T08:40:09+07:00","YES","Portal taxonomy OFFICE_CHAIR; official page corroborates office-chair category."
"TQ26","subcategory","Executive Chair","BA_FURNITURE_EDITORIAL","PACKAGE_EXECUTIVE_CHAIR_THEONE/manifest.json","2026-08-08T15:20:05+07:00","NO","BA_Furniture package taxonomy."
"TQ26","price","20394000","PORTAL_SOURCE","productdb-data.part1.js","2026-07-20T08:40:09+07:00","PRODUCTDB_REFERENCE_ONLY","May differ from current supplier listing; final quote depends on configuration and time."
"TQ26","source_image_url","https://theone.vn/wp-content/uploads/2020/08/TQ26-1.jpg","OFFICIAL_SOURCE","PACKAGE_EXECUTIVE_CHAIR_THEONE/images/SOURCE_IMAGE_AUDIT.csv","2026-08-08T15:20:05+07:00","YES","Exact-code source image."
"TQ26","local_image_gallery","/assets/v10-01/executive-chair-theone/products/TQ26.jpg","BA_FURNITURE_EDITORIAL","PACKAGE_EXECUTIVE_CHAIR_THEONE/images/SOURCE_IMAGE_AUDIT.csv","2026-08-08T15:20:05+07:00","NO","Approved local derivative; one clean image only and no added product detail."
"TQ26","dimensions","W880 × D1000–1350 × H1315 mm","OFFICIAL_SOURCE","https://theone.vn/san-pham/ghe-tq26","2026-08-08T15:18:48+07:00","YES","Normalized W × D × H notation."
"TQ26","material","Bọc da thật; khung, tay và chân gỗ tự nhiên","OFFICIAL_SOURCE","https://theone.vn/san-pham/ghe-tq26","2026-08-08T15:18:48+07:00","YES","Normalized wording from official specification."
"TQ26","features","Chân tĩnh; tựa ngả nhiều góc; không tăng chỉnh độ cao","OFFICIAL_SOURCE","https://theone.vn/san-pham/ghe-tq26","2026-08-08T15:18:48+07:00","YES","Only functions explicitly published by supplier."
"TQ26","warranty","12 tháng theo tiêu chuẩn nhà máy","OFFICIAL_SOURCE","https://theone.vn/san-pham/ghe-tq26","2026-08-08T15:18:48+07:00","YES","Published by supplier."
"TQ26","description","See executive-chair-theone-data.js","BA_FURNITURE_EDITORIAL","executive-chair-theone-data.js","2026-08-08T15:18:48+07:00","NO","Editorial summary grounded in official fields."
"TQ26","application","See executive-chair-theone-data.js","BA_FURNITURE_EDITORIAL","executive-chair-theone-data.js","2026-08-08T15:18:48+07:00","NO","Use-case guidance, not supplier specification."
"TQ26","strength","See executive-chair-theone-data.js","BA_FURNITURE_EDITORIAL","executive-chair-theone-data.js","2026-08-08T15:18:48+07:00","NO","Sales/editorial interpretation."
"TQ26","limitation","See executive-chair-theone-data.js","BA_FURNITURE_EDITORIAL","executive-chair-theone-data.js","2026-08-08T15:18:48+07:00","NO","Buying caution, not supplier specification."
"TQ26","related_products","TQ27|TQ39","BA_FURNITURE_EDITORIAL","executive-chair-theone-data.js","2026-08-08T15:18:48+07:00","NO","Curated package relationship."
"TQ26","detail_url","/san-pham/ghe-giam-doc/tq26","BA_FURNITURE_EDITORIAL","vercel.json","2026-08-08T15:20:05+07:00","NO","BA_Furniture public route."
"TQ26","load_rating","","MISSING","https://theone.vn/san-pham/ghe-tq26","2026-08-08T15:18:48+07:00","NO","Not published by the verified source."
"TQ26","exact_colors","","MISSING","https://theone.vn/san-pham/ghe-tq26","2026-08-08T15:18:48+07:00","NO","Confirm per code and upholstery grade at order time."
"TQ26","stock_availability","","MISSING","https://theone.vn/san-pham/ghe-tq26","2026-08-08T15:18:48+07:00","NO","No release-safe stock fact in the package."
"TQ26","delivery_install_scope","","MISSING","PACKAGE_EXECUTIVE_CHAIR_THEONE/faq/faq.json","2026-08-08T15:20:05+07:00","NO","Must be confirmed by location and order."
"TQ26","derived_comparison","Rộng nhất trong 8 mẫu tuyển chọn","INFERRED_NOT_PUBLISHED","PACKAGE_EXECUTIVE_CHAIR_THEONE/knowledge/knowledge.json","2026-08-08T15:20:05+07:00","NO","May appear only as clearly scoped BA_Furniture comparison within the selected eight models."
"TQ26","source_url","https://theone.vn/san-pham/ghe-tq26","OFFICIAL_SOURCE","https://theone.vn/san-pham/ghe-tq26","2026-08-08T15:18:48+07:00","YES","Official evidence URL."
"TQ27","code","TQ27","PORTAL_SOURCE","productdb-data.part1.js","2026-07-20T08:40:09+07:00","YES","Official page corroborates the code."
"TQ27","published_name","Ghế lãnh đạo The One TQ27","BA_FURNITURE_EDITORIAL","executive-chair-theone-data.js","2026-08-08T15:18:48+07:00","NO","Normalized public display name; not a verbatim supplier title."
"TQ27","supplier","The One","OFFICIAL_SOURCE","https://theone.vn/san-pham/ghe-tq27","2026-08-08T15:18:48+07:00","YES","Supplier identity published on official product page."
"TQ27","category","Office Chair","PORTAL_SOURCE","productdb-data.part1.js","2026-07-20T08:40:09+07:00","YES","Portal taxonomy OFFICE_CHAIR; official page corroborates office-chair category."
"TQ27","subcategory","Executive Chair","BA_FURNITURE_EDITORIAL","PACKAGE_EXECUTIVE_CHAIR_THEONE/manifest.json","2026-08-08T15:20:05+07:00","NO","BA_Furniture package taxonomy."
"TQ27","price","13431000","PORTAL_SOURCE","productdb-data.part1.js","2026-07-20T08:40:09+07:00","PRODUCTDB_REFERENCE_ONLY","May differ from current supplier listing; final quote depends on configuration and time."
"TQ27","source_image_url","https://theone.vn/wp-content/uploads/2022/02/TQ27.jpg","OFFICIAL_SOURCE","PACKAGE_EXECUTIVE_CHAIR_THEONE/images/SOURCE_IMAGE_AUDIT.csv","2026-08-08T15:20:05+07:00","YES","Exact-code source image."
"TQ27","local_image_gallery","/assets/v10-01/executive-chair-theone/products/TQ27.jpg","BA_FURNITURE_EDITORIAL","PACKAGE_EXECUTIVE_CHAIR_THEONE/images/SOURCE_IMAGE_AUDIT.csv","2026-08-08T15:20:05+07:00","NO","Approved local derivative; one clean image only and no added product detail."
"TQ27","dimensions","W865 × D905–1260 × H1280–1335 mm","OFFICIAL_SOURCE","https://theone.vn/san-pham/ghe-tq27","2026-08-08T15:18:48+07:00","YES","Normalized W × D × H notation."
"TQ27","material","Da thật tại phần tiếp xúc; chân và tay gỗ sơn","OFFICIAL_SOURCE","https://theone.vn/san-pham/ghe-tq27","2026-08-08T15:18:48+07:00","YES","Normalized wording from official specification."
"TQ27","features","Điều chỉnh độ cao; ngả nhiều vị trí; chân và tay gỗ sơn","OFFICIAL_SOURCE","https://theone.vn/san-pham/ghe-tq27","2026-08-08T15:18:48+07:00","YES","Only functions explicitly published by supplier."
"TQ27","warranty","12 tháng theo tiêu chuẩn nhà máy","OFFICIAL_SOURCE","https://theone.vn/san-pham/ghe-tq27","2026-08-08T15:18:48+07:00","YES","Published by supplier."
"TQ27","description","See executive-chair-theone-data.js","BA_FURNITURE_EDITORIAL","executive-chair-theone-data.js","2026-08-08T15:18:48+07:00","NO","Editorial summary grounded in official fields."
"TQ27","application","See executive-chair-theone-data.js","BA_FURNITURE_EDITORIAL","executive-chair-theone-data.js","2026-08-08T15:18:48+07:00","NO","Use-case guidance, not supplier specification."
"TQ27","strength","See executive-chair-theone-data.js","BA_FURNITURE_EDITORIAL","executive-chair-theone-data.js","2026-08-08T15:18:48+07:00","NO","Sales/editorial interpretation."
"TQ27","limitation","See executive-chair-theone-data.js","BA_FURNITURE_EDITORIAL","executive-chair-theone-data.js","2026-08-08T15:18:48+07:00","NO","Buying caution, not supplier specification."
"TQ27","related_products","TQ26|TQ39","BA_FURNITURE_EDITORIAL","executive-chair-theone-data.js","2026-08-08T15:18:48+07:00","NO","Curated package relationship."
"TQ27","detail_url","/san-pham/ghe-giam-doc/tq27","BA_FURNITURE_EDITORIAL","vercel.json","2026-08-08T15:20:05+07:00","NO","BA_Furniture public route."
"TQ27","load_rating","","MISSING","https://theone.vn/san-pham/ghe-tq27","2026-08-08T15:18:48+07:00","NO","Not published by the verified source."
"TQ27","exact_colors","","MISSING","https://theone.vn/san-pham/ghe-tq27","2026-08-08T15:18:48+07:00","NO","Confirm per code and upholstery grade at order time."
"TQ27","stock_availability","","MISSING","https://theone.vn/san-pham/ghe-tq27","2026-08-08T15:18:48+07:00","NO","No release-safe stock fact in the package."
"TQ27","delivery_install_scope","","MISSING","PACKAGE_EXECUTIVE_CHAIR_THEONE/faq/faq.json","2026-08-08T15:20:05+07:00","NO","Must be confirmed by location and order."
"TQ27","derived_comparison","Phù hợp phòng lãnh đạo rộng","INFERRED_NOT_PUBLISHED","PACKAGE_EXECUTIVE_CHAIR_THEONE/knowledge/knowledge.json","2026-08-08T15:20:05+07:00","NO","May appear only as clearly scoped BA_Furniture comparison within the selected eight models."
"TQ27","source_url","https://theone.vn/san-pham/ghe-tq27","OFFICIAL_SOURCE","https://theone.vn/san-pham/ghe-tq27","2026-08-08T15:18:48+07:00","YES","Official evidence URL."
"TQ30","code","TQ30","PORTAL_SOURCE","productdb-data.part1.js","2026-07-20T08:40:09+07:00","YES","Official page corroborates the code."
"TQ30","published_name","Ghế giám đốc da The One TQ30","BA_FURNITURE_EDITORIAL","executive-chair-theone-data.js","2026-08-08T15:18:48+07:00","NO","Normalized public display name; not a verbatim supplier title."
"TQ30","supplier","The One","OFFICIAL_SOURCE","https://theone.vn/san-pham/ghe-tq30","2026-08-08T15:18:48+07:00","YES","Supplier identity published on official product page."
"TQ30","category","Office Chair","PORTAL_SOURCE","productdb-data.part1.js","2026-07-20T08:40:09+07:00","YES","Portal taxonomy OFFICE_CHAIR; official page corroborates office-chair category."
"TQ30","subcategory","Executive Chair","BA_FURNITURE_EDITORIAL","PACKAGE_EXECUTIVE_CHAIR_THEONE/manifest.json","2026-08-08T15:20:05+07:00","NO","BA_Furniture package taxonomy."
"TQ30","price","5192000","PORTAL_SOURCE","productdb-data.part1.js","2026-07-20T08:40:09+07:00","PRODUCTDB_REFERENCE_ONLY","May differ from current supplier listing; final quote depends on configuration and time."
"TQ30","source_image_url","https://theone.vn/wp-content/uploads/2020/08/TQ30-1.jpg","OFFICIAL_SOURCE","PACKAGE_EXECUTIVE_CHAIR_THEONE/images/SOURCE_IMAGE_AUDIT.csv","2026-08-08T15:20:05+07:00","YES","Exact-code source image."
"TQ30","local_image_gallery","/assets/v10-01/executive-chair-theone/products/TQ30.jpg","BA_FURNITURE_EDITORIAL","PACKAGE_EXECUTIVE_CHAIR_THEONE/images/SOURCE_IMAGE_AUDIT.csv","2026-08-08T15:20:05+07:00","NO","Approved local derivative; one clean image only and no added product detail."
"TQ30","dimensions","W645 × D740 × H1120–1200 mm","OFFICIAL_SOURCE","https://theone.vn/san-pham/ghe-tq30","2026-08-08T15:18:48+07:00","YES","Normalized W × D × H notation."
"TQ30","material","Da thật, da công nghiệp hoặc PVC; tay gỗ và hợp kim nhôm; chân thép ốp gỗ","OFFICIAL_SOURCE","https://theone.vn/san-pham/ghe-tq30","2026-08-08T15:18:48+07:00","YES","Normalized wording from official specification."
"TQ30","features","Điều chỉnh độ cao; điều chỉnh độ ngả; chân xoay có bánh xe","OFFICIAL_SOURCE","https://theone.vn/san-pham/ghe-tq30","2026-08-08T15:18:48+07:00","YES","Only functions explicitly published by supplier."
"TQ30","warranty","12 tháng theo tiêu chuẩn nhà máy","OFFICIAL_SOURCE","https://theone.vn/san-pham/ghe-tq30","2026-08-08T15:18:48+07:00","YES","Published by supplier."
"TQ30","description","See executive-chair-theone-data.js","BA_FURNITURE_EDITORIAL","executive-chair-theone-data.js","2026-08-08T15:18:48+07:00","NO","Editorial summary grounded in official fields."
"TQ30","application","See executive-chair-theone-data.js","BA_FURNITURE_EDITORIAL","executive-chair-theone-data.js","2026-08-08T15:18:48+07:00","NO","Use-case guidance, not supplier specification."
"TQ30","strength","See executive-chair-theone-data.js","BA_FURNITURE_EDITORIAL","executive-chair-theone-data.js","2026-08-08T15:18:48+07:00","NO","Sales/editorial interpretation."
"TQ30","limitation","See executive-chair-theone-data.js","BA_FURNITURE_EDITORIAL","executive-chair-theone-data.js","2026-08-08T15:18:48+07:00","NO","Buying caution, not supplier specification."
"TQ30","related_products","TQ01|TQ05","BA_FURNITURE_EDITORIAL","executive-chair-theone-data.js","2026-08-08T15:18:48+07:00","NO","Curated package relationship."
"TQ30","detail_url","/san-pham/ghe-giam-doc/tq30","BA_FURNITURE_EDITORIAL","vercel.json","2026-08-08T15:20:05+07:00","NO","BA_Furniture public route."
"TQ30","load_rating","","MISSING","https://theone.vn/san-pham/ghe-tq30","2026-08-08T15:18:48+07:00","NO","Not published by the verified source."
"TQ30","exact_colors","","MISSING","https://theone.vn/san-pham/ghe-tq30","2026-08-08T15:18:48+07:00","NO","Confirm per code and upholstery grade at order time."
"TQ30","stock_availability","","MISSING","https://theone.vn/san-pham/ghe-tq30","2026-08-08T15:18:48+07:00","NO","No release-safe stock fact in the package."
"TQ30","delivery_install_scope","","MISSING","PACKAGE_EXECUTIVE_CHAIR_THEONE/faq/faq.json","2026-08-08T15:20:05+07:00","NO","Must be confirmed by location and order."
"TQ30","derived_comparison","Hẹp nhất trong 8 mẫu tuyển chọn","INFERRED_NOT_PUBLISHED","PACKAGE_EXECUTIVE_CHAIR_THEONE/knowledge/knowledge.json","2026-08-08T15:20:05+07:00","NO","May appear only as clearly scoped BA_Furniture comparison within the selected eight models."
"TQ30","source_url","https://theone.vn/san-pham/ghe-tq30","OFFICIAL_SOURCE","https://theone.vn/san-pham/ghe-tq30","2026-08-08T15:18:48+07:00","YES","Official evidence URL."
"TQ34","code","TQ34","PORTAL_SOURCE","productdb-data.part1.js","2026-07-20T08:40:09+07:00","YES","Official page corroborates the code."
"TQ34","published_name","Ghế giám đốc ngả chân The One TQ34","BA_FURNITURE_EDITORIAL","executive-chair-theone-data.js","2026-08-08T15:18:48+07:00","NO","Normalized public display name; not a verbatim supplier title."
"TQ34","supplier","The One","OFFICIAL_SOURCE","https://theone.vn/san-pham/ghe-tq34","2026-08-08T15:18:48+07:00","YES","Supplier identity published on official product page."
"TQ34","category","Office Chair","PORTAL_SOURCE","productdb-data.part1.js","2026-07-20T08:40:09+07:00","YES","Portal taxonomy OFFICE_CHAIR; official page corroborates office-chair category."
"TQ34","subcategory","Executive Chair","BA_FURNITURE_EDITORIAL","PACKAGE_EXECUTIVE_CHAIR_THEONE/manifest.json","2026-08-08T15:20:05+07:00","NO","BA_Furniture package taxonomy."
"TQ34","price","6358000","PORTAL_SOURCE","productdb-data.part1.js","2026-07-20T08:40:09+07:00","PRODUCTDB_REFERENCE_ONLY","May differ from current supplier listing; final quote depends on configuration and time."
"TQ34","source_image_url","https://theone.vn/wp-content/uploads/2024/03/theonevn-TQ34.jpg","OFFICIAL_SOURCE","PACKAGE_EXECUTIVE_CHAIR_THEONE/images/SOURCE_IMAGE_AUDIT.csv","2026-08-08T15:20:05+07:00","YES","Exact-code source image."
"TQ34","local_image_gallery","/assets/v10-01/executive-chair-theone/products/TQ34.jpg","BA_FURNITURE_EDITORIAL","PACKAGE_EXECUTIVE_CHAIR_THEONE/images/SOURCE_IMAGE_AUDIT.csv","2026-08-08T15:20:05+07:00","NO","Approved local derivative; one clean image only and no added product detail."
"TQ34","dimensions","W660 × D750–1440 × H1160–1215 mm","OFFICIAL_SOURCE","https://theone.vn/san-pham/ghe-tq34","2026-08-08T15:18:48+07:00","YES","Normalized W × D × H notation."
"TQ34","material","Da thật, da công nghiệp hoặc PVC; tay gỗ tự nhiên; chân thép ốp gỗ","OFFICIAL_SOURCE","https://theone.vn/san-pham/ghe-tq34","2026-08-08T15:18:48+07:00","YES","Normalized wording from official specification."
"TQ34","features","Ngả hãm nhiều góc; cơ cấu để chân; điều chỉnh độ cao","OFFICIAL_SOURCE","https://theone.vn/san-pham/ghe-tq34","2026-08-08T15:18:48+07:00","YES","Only functions explicitly published by supplier."
"TQ34","warranty","12 tháng theo tiêu chuẩn nhà máy","OFFICIAL_SOURCE","https://theone.vn/san-pham/ghe-tq34","2026-08-08T15:18:48+07:00","YES","Published by supplier."
"TQ34","description","See executive-chair-theone-data.js","BA_FURNITURE_EDITORIAL","executive-chair-theone-data.js","2026-08-08T15:18:48+07:00","NO","Editorial summary grounded in official fields."
"TQ34","application","See executive-chair-theone-data.js","BA_FURNITURE_EDITORIAL","executive-chair-theone-data.js","2026-08-08T15:18:48+07:00","NO","Use-case guidance, not supplier specification."
"TQ34","strength","See executive-chair-theone-data.js","BA_FURNITURE_EDITORIAL","executive-chair-theone-data.js","2026-08-08T15:18:48+07:00","NO","Sales/editorial interpretation."
"TQ34","limitation","See executive-chair-theone-data.js","BA_FURNITURE_EDITORIAL","executive-chair-theone-data.js","2026-08-08T15:18:48+07:00","NO","Buying caution, not supplier specification."
"TQ34","related_products","TQ38|TQ39","BA_FURNITURE_EDITORIAL","executive-chair-theone-data.js","2026-08-08T15:18:48+07:00","NO","Curated package relationship."
"TQ34","detail_url","/san-pham/ghe-giam-doc/tq34","BA_FURNITURE_EDITORIAL","vercel.json","2026-08-08T15:20:05+07:00","NO","BA_Furniture public route."
"TQ34","load_rating","","MISSING","https://theone.vn/san-pham/ghe-tq34","2026-08-08T15:18:48+07:00","NO","Not published by the verified source."
"TQ34","exact_colors","","MISSING","https://theone.vn/san-pham/ghe-tq34","2026-08-08T15:18:48+07:00","NO","Confirm per code and upholstery grade at order time."
"TQ34","stock_availability","","MISSING","https://theone.vn/san-pham/ghe-tq34","2026-08-08T15:18:48+07:00","NO","No release-safe stock fact in the package."
"TQ34","delivery_install_scope","","MISSING","PACKAGE_EXECUTIVE_CHAIR_THEONE/faq/faq.json","2026-08-08T15:20:05+07:00","NO","Must be confirmed by location and order."
"TQ34","derived_comparison","Mã duy nhất trong 8 mẫu công bố rõ cơ cấu để chân","INFERRED_NOT_PUBLISHED","PACKAGE_EXECUTIVE_CHAIR_THEONE/knowledge/knowledge.json","2026-08-08T15:20:05+07:00","NO","May appear only as clearly scoped BA_Furniture comparison within the selected eight models."
"TQ34","source_url","https://theone.vn/san-pham/ghe-tq34","OFFICIAL_SOURCE","https://theone.vn/san-pham/ghe-tq34","2026-08-08T15:18:48+07:00","YES","Official evidence URL."
"TQ38","code","TQ38","PORTAL_SOURCE","productdb-data.part1.js","2026-07-20T08:40:09+07:00","YES","Official page corroborates the code."
